monthdate,report_code,avgTone,numreport
202104.0,KS,0.099905264,34110
202104.0,MX,-0.934715489,39068
202104.0,MY,-0.719849977,8646
202104.0,NZ,-0.430304548,11800
202104.0,PE,-1.394522173,9950
202104.0,PP,-1.702353694,1655
202104.0,RP,-1.962672443,9164
202104.0,RS,-2.116116215,275023
202104.0,SN,-0.145947047,6419
202104.0,TH,-0.936281235,25327
202104.0,TW,-1.134823454,29709
202104.0,US,-1.234925413,267935
202104.0,VM,-0.035023458,17386
202105.0,AS,-0.589181825,33050
202105.0,BX,-0.023223543,516
202105.0,CA,0.035285031,45266
202105.0,CH,-1.270009037,153134
202105.0,CI,0.092104331,36542
202105.0,HK,0.059225472,6096
202105.0,ID,-1.863348052,9488
202105.0,JA,-0.38766539,95230
202105.0,KS,0.199472313,31544
202105.0,MX,-1.315148939,43745
202105.0,MY,-1.770635301,10028
202105.0,NZ,-0.672439159,11690
202105.0,PE,-1.203334013,9235
202105.0,PP,-0.635092561,596
202105.0,RP,-1.201194521,7846
202105.0,RS,-1.696787372,230822
202105.0,SN,-0.466657127,6728
202105.0,TH,-0.957814443,26368
202105.0,TW,-0.599558158,25684
202105.0,US,-1.004302523,263361
202105.0,VM,-0.350192242,17844
